transaction_id,merchant_id,transaction_timestamp,transaction_amount,merchant_avg_amount,merchant_std_amount,hour_of_day,is_weekend,time_since_last_tx_sec,merchant_age_days,is_early_lifecycle_tx,merchant_failure_rate_7d,hour,day_of_week,amount_vs_avg,amount_to_avg_ratio,z_score_amount,rapid_repeat_tx,burst_tx,method_bank,method_card,method_ussd,anomaly_score,is_fraud,is_night,rapid_succession,is_first_purchase,fraud_risk_score,fraud_action,fraud_flag,merchant_fraud_flag
t_001d86ef3f17,m_9112550cdc,2024-03-24,23863.0,43241.224,21958.4282653587,0,1,86400.0,61,0,0.0,0,6,0.5518576439926862,0.5518576439926862,-0.8824959494287125,0,0,False,False,True,0.12177704618296759,0,1,0,0,0,APPROVE,0,0
t_001dcfa5622d,m_5817aa64f6,2024-05-27,43368.0,39653.93548387097,23519.1385585518,0,0,0.0,109,0,0.0,0,0,1.0936619397497054,1.0936619397497054,0.15791669014078571,1,1,False,True,False,0.09594975624462032,0,1,1,0,0,APPROVE,0,0
t_002348e8a6c7,m_d7206fb2c2,2024-07-11,70870.0,42145.46956521739,21837.6743573801,0,0,259200.0,162,0,0.0,0,3,1.6815567777773421,1.6815567777773421,1.315365819853206,0,0,True,False,False,0.11354520711994215,0,1,0,0,0,APPROVE,0,0
t_0025d88f62ed,m_43e41877e5,2024-01-16,33346.0,37452.38888888889,21166.4746865706,0,0,86400.0,7,1,0.0,0,1,0.8903570904096015,0.8903570904096015,-0.19400438427728606,0,0,True,False,False,0.0599730857007047,0,1,0,0,0,APPROVE,0,0
t_002753655298,m_2988f6eef7,2024-03-03,76078.0,47453.75862068965,26605.6057877379,0,1,86400.0,3,1,0.0,0,6,1.6032028275802435,1.6032028275802435,1.0758725663936135,0,0,True,False,False,-0.03438094415422144,1,1,0,0,40,REVIEW,1,1
t_002978a56237,m_9fd2c103fb,2024-03-17,68162.0,46642.260869565216,23002.3534452404,0,1,86400.0,66,0,0.0,0,6,1.4613785594702322,1.4613785594702322,0.9355451033158351,0,0,True,False,False,0.10217244562269484,0,1,0,0,0,APPROVE,0,0
t_0029eb9946c4,m_29ca273889,2024-09-05,77328.0,41348.68095238095,21345.124884328,0,0,86400.0,220,0,0.0,0,3,1.8701443001060782,1.8701443001060782,1.685598901041603,0,0,False,False,True,0.0572400967044685,0,1,0,0,0,APPROVE,0,1
t_002d21849ccb,m_5e7799257d,2024-03-20,15300.0,37199.61616161616,23875.5740718276,0,0,86400.0,52,0,0.0,0,2,0.4112945664150982,0.4112945664150982,-0.917239354988201,0,0,False,False,True,0.1466104807313573,0,1,0,0,0,APPROVE,0,1
t_002f06316cda,m_9dafa16a2f,2024-04-18,59265.0,40804.45652173913,21076.4840634259,0,0,86400.0,84,0,0.0,0,3,1.4524148843503348,1.4524148843503348,0.875883445393794,0,0,True,False,False,0.14236819360083264,0,1,0,0,0,APPROVE,0,0
t_003090debc04,m_cfaad15ce5,2024-04-14,19645.0,43576.425287356324,22342.1760347638,0,1,86400.0,99,0,0.0,0,6,0.45081715332211947,0.45081715332211947,-1.0711322500601417,0,0,False,False,True,0.10861882116425475,0,1,0,0,0,APPROVE,0,0
t_0039e4e40b6c,m_66d24572cc,2024-04-13,61717.0,41352.662116040956,23324.7117931033,0,1,0.0,90,0,0.0,0,5,1.4924553061859491,1.4924553061859491,0.8730799361894116,1,1,False,True,False,0.06802558555130844,0,1,1,0,0,APPROVE,0,0
t_003dfcbce0ad,m_edfe8aac84,2024-04-08,22498.0,41038.46544715447,24053.4250526313,0,0,0.0,85,0,0.0,0,0,0.5482173798377241,0.5482173798377241,-0.77080355111948,1,1,False,False,True,0.09358544119128209,0,1,1,0,0,APPROVE,0,1
t_00423d22ea43,m_edfe8aac84,2024-08-01,60248.0,41038.46544715447,24053.4250526313,0,0,0.0,200,0,0.0,0,3,1.468086083227985,1.468086083227985,0.7986195109766341,1,1,False,False,True,0.050726385407972474,0,1,1,0,0,APPROVE,0,1
t_0042a559bb0c,m_17043e6f5b,2024-03-26,64559.0,36119.925531914894,22510.6917742589,0,0,86400.0,34,0,0.0,0,1,1.7873514147463252,1.7873514147463252,1.2633585299499923,0,0,False,True,False,0.12839917030043574,0,1,0,0,0,APPROVE,0,1
t_004460182c4e,m_e40d65ded4,2024-04-18,59632.0,40606.8328611898,23824.5639280384,0,0,86400.0,61,0,0.0,0,3,1.4685213250648168,1.4685213250648168,0.7985525861575188,0,0,False,True,False,0.15680581954326128,0,1,0,0,0,APPROVE,0,1
t_0046da5ade5e,m_9112550cdc,2024-03-17,25003.0,43241.224,21958.4282653587,0,1,86400.0,54,0,0.0,0,6,0.5782213750471078,0.5782213750471078,-0.8305796653384505,0,0,False,True,False,0.12210730796295927,0,1,0,0,0,APPROVE,0,0
t_0048ca53b0eb,m_aef8f92b52,2024-04-09,36846.0,40039.27131782946,22582.2889194137,0,0,86400.0,51,0,0.0,0,1,0.9202465176630851,0.9202465176630851,-0.14140600756747224,0,0,False,False,True,0.1710360860283403,0,1,0,0,0,APPROVE,0,1
t_004d4e75ab82,m_65c3e0b150,2024-06-21,49475.0,39853.98529411765,22977.8345882286,0,0,86400.0,126,0,0.0,0,4,1.2414065904546412,1.2414065904546412,0.4187085022716255,0,0,False,True,False,0.15474624631234918,0,1,0,0,0,APPROVE,0,1
t_004e26fa3a63,m_29ca273889,2024-03-01,21184.0,41348.68095238095,21345.124884328,0,0,86400.0,32,0,0.0,0,4,0.5123258955804775,0.5123258955804775,-0.9446972581165943,0,0,True,False,False,0.1502668940218012,0,1,0,0,0,APPROVE,0,1
t_004f9e59b127,m_3a67f3c3c3,2024-04-18,7189.0,42172.39024390244,23743.8312271609,0,0,432000.0,68,0,0.0,0,3,0.17046697989899762,0.17046697989899762,-1.47336754162422,0,0,False,False,True,0.09610607970303353,0,1,0,0,0,APPROVE,0,0
t_0057235d8cbd,m_da065a694d,2024-03-13,49646.0,41193.7514450867,21704.3823605505,0,0,86400.0,60,0,0.0,0,2,1.2051827827863786,1.2051827827863786,0.38942589632386665,0,0,True,False,False,0.16593685841143963,0,1,0,0,0,APPROVE,0,0
t_00595558ef99,m_7b0b332148,2024-05-02,30273.0,44626.854166666664,20478.0035107622,0,0,86400.0,84,0,0.0,0,3,0.6783583688632919,0.6783583688632919,-0.7009401165071101,0,0,False,True,False,0.12811194027077333,0,1,0,0,0,APPROVE,0,0
t_005e423c7525,m_729489e917,2024-05-01,35776.0,41888.717391304344,22074.908187717,0,0,86400.0,94,0,0.0,0,2,0.8540724621811103,0.8540724621811103,-0.27690794178277056,0,0,False,True,False,0.16853109172366187,0,1,0,0,0,APPROVE,0,0
t_00611d13487a,m_1a2b51f33c,2024-03-23,46477.0,41227.58301158301,22729.2990408297,0,1,86400.0,67,0,0.0,0,5,1.1273277889451379,1.1273277889451379,0.23095375616235314,0,0,False,True,False,0.13358745668440114,0,1,0,0,0,APPROVE,0,0
t_0061e0abd56c,m_af105d17e0,2024-03-06,8703.0,43883.77777777778,24636.9837884925,0,0,86400.0,11,1,0.0,0,2,0.19831929794355796,0.19831929794355796,-1.4279661049340828,0,0,True,False,False,0.02342350119559944,0,1,0,0,0,APPROVE,0,0
t_0062ebf14a70,m_045d08bf26,2024-05-19,50937.0,38369.12244897959,22526.8540400998,0,1,86400.0,103,0,0.0,0,6,1.3275518632914327,1.3275518632914327,0.5579064670392266,0,0,True,False,False,0.11847179259373092,0,1,0,0,0,APPROVE,0,0
t_00632881fa61,m_5817aa64f6,2024-04-04,47320.0,39653.93548387097,23519.1385585518,0,0,0.0,56,0,0.0,0,3,1.1933241788635875,1.1933241788635875,0.325950055400374,1,1,False,True,False,0.11112215374969159,0,1,1,0,0,APPROVE,0,0
t_0069456f368a,m_66e80bba52,2024-05-01,12286.0,39653.07224334601,22096.3990401278,0,0,86400.0,109,0,0.0,0,2,0.30983727880156003,0.30983727880156003,-1.238530866212476,0,0,False,True,False,0.14448144416551245,0,1,0,0,0,APPROVE,0,0
t_00697c2ac1a5,m_64355aa980,2024-03-12,4274.0,37760.73333333333,26386.6365243217,0,0,86400.0,12,1,0.0,0,1,0.11318636114058521,0.11318636114058521,-1.2690792667897315,0,0,False,False,True,-0.007317872763831779,1,1,0,0,0,APPROVE,1,1
t_006a570da53a,m_29ca273889,2024-07-13,65814.0,41348.68095238095,21345.124884328,0,1,0.0,166,0,0.0,0,5,1.5916831803121951,1.5916831803121951,1.146178304423131,1,1,False,False,True,0.020574001597733926,0,1,1,0,0,APPROVE,0,1
t_006ca96ca7e9,m_f969e9850d,2024-04-16,72333.0,38498.351851851854,22714.6815276614,0,0,0.0,98,0,0.0,0,1,1.8788596529625365,1.8788596529625365,1.48954974811974,1,1,False,False,True,0.06891450231968221,0,1,1,0,0,APPROVE,0,0
t_006e870fd73c,m_75d0daff2b,2024-04-18,46180.0,38357.49230769231,21315.6640386852,0,0,172800.0,106,0,0.0,0,3,1.203936890075031,1.203936890075031,0.36698400191102853,0,0,False,True,False,0.13736985087183406,0,1,0,0,0,APPROVE,0,0
t_006ea3a1177a,m_1a2b51f33c,2024-03-24,49529.0,41227.58301158301,22729.2990408297,0,1,86400.0,68,0,0.0,0,6,1.201355897727128,1.201355897727128,0.3652297844075511,0,0,False,False,True,0.1280323872360768,0,1,0,0,0,APPROVE,0,0
t_007d198ba2ad,m_570ff787b5,2024-05-13,67327.0,40998.0,23498.0985032668,0,0,86400.0,115,0,0.0,0,0,1.6422020586370067,1.6422020586370067,1.1204736415731527,0,0,True,False,False,0.14360750967797092,0,1,0,0,0,APPROVE,0,0
t_00832f353ae5,m_b97ad0826f,2024-03-17,42582.0,41019.52713178295,21757.0399627043,0,1,86400.0,59,0,0.0,0,6,1.0380909527113102,1.0380909527113102,0.07181458833073932,0,0,False,True,False,0.13074869983121623,0,1,0,0,0,APPROVE,0,0
t_0086fe28f6f9,m_a4de45f48a,2024-05-08,2899.0,40946.10552763819,21973.9599499669,0,0,86400.0,70,0,0.0,0,2,0.07080038413038343,0.07080038413038343,-1.7314633144990101,0,0,False,False,True,0.09914216795000558,0,1,0,0,0,APPROVE,0,1
t_00875e31861e,m_1c52d68aa6,2024-02-28,36843.0,41872.26851851852,22363.6885425077,0,0,86400.0,1,1,0.0,0,2,0.87989023054019,0.87989023054019,-0.22488546596234132,0,0,False,True,False,0.0861063901752312,0,1,0,0,0,APPROVE,0,0
t_008997514d64,m_9934f53be6,2024-04-07,65556.0,44262.259475218656,22762.8780152629,0,1,0.0,72,0,0.0,0,6,1.4810811914539335,1.4810811914539335,0.9354590623603714,1,1,False,False,True,0.05794635955060767,0,1,1,0,0,APPROVE,0,1
t_008b1b140b00,m_81efeda3e4,2024-03-06,40463.0,41660.9335793358,22999.9546703905,0,0,0.0,41,0,0.0,0,2,0.9712456376654511,0.9712456376654511,-0.05208417131699755,1,1,False,True,False,0.1189302073746844,0,1,1,0,0,APPROVE,0,0
t_008da35ae433,m_c0ddf20c04,2024-04-16,67865.0,43375.701657458565,21527.8002545403,0,0,0.0,61,0,0.0,0,1,1.5645856414251327,1.5645856414251327,1.1375662191670766,1,1,True,False,False,0.08200793450604987,0,1,1,0,0,APPROVE,0,0
t_009b431a0211,m_7902fd912b,2024-02-28,33613.0,43963.0,21525.1760802488,0,0,2073600.0,34,0,0.0,0,2,0.7645747560448559,0.7645747560448559,-0.48083230359713597,0,0,True,False,False,0.07695185022649842,0,1,0,0,0,APPROVE,0,0
t_009de8bd59c4,m_a4de45f48a,2024-04-07,55982.0,40946.10552763819,21973.9599499669,0,1,86400.0,39,0,0.0,0,6,1.3672118331794154,1.3672118331794154,0.6842596649214545,0,0,False,True,False,0.1279339539202507,0,1,0,0,0,APPROVE,0,1
t_009e55cfc1fc,m_65c3e0b150,2024-07-15,15698.0,39853.98529411765,22977.8345882286,0,0,0.0,150,0,0.0,0,0,0.3938878354109541,0.3938878354109541,-1.051273356563051,1,1,True,False,False,0.09407464009020994,0,1,1,0,0,APPROVE,0,1
t_00a0679d83e4,m_72932eece9,2024-04-29,10146.0,38692.46428571428,20730.2630619315,0,0,86400.0,117,0,0.0,0,0,0.26222160276687323,0.26222160276687323,-1.377043031264579,0,0,False,False,True,0.08828850147244732,0,1,0,0,0,APPROVE,0,0
t_00a122b2f761,m_81efeda3e4,2024-03-26,31237.0,41660.9335793358,22999.9546703905,0,0,86400.0,61,0,0.0,0,1,0.7497911668377455,0.7497911668377455,-0.45321539667011945,0,0,False,True,False,0.17157549462357918,0,1,0,0,0,APPROVE,0,0
t_00a447e8f3b7,m_a4de45f48a,2024-06-04,8243.0,40946.10552763819,21973.9599499669,0,0,0.0,97,0,0.0,0,1,0.20131340682537102,0.20131340682537102,-1.4882663662854019,1,1,False,False,True,0.07670733741249991,0,1,1,0,0,APPROVE,0,1
t_00a7e7f295bd,m_17210dcac4,2024-03-05,7505.0,39008.690322580645,23308.4411265025,0,0,0.0,10,1,0.0,0,1,0.19239302673167782,0.19239302673167782,-1.3516000556021683,1,1,False,True,False,0.005298844674947567,0,1,1,0,0,APPROVE,0,1
t_00a949418be5,m_8ae2078642,2024-03-19,23767.0,43758.25174825175,21972.184714299,0,0,86400.0,22,0,0.0,0,1,0.5431432712791033,0.5431432712791033,-0.9098436049120731,0,0,False,True,False,0.15297259641593652,0,1,0,0,0,APPROVE,0,1
t_00ac6a2e90a9,m_fe5fc2e5e8,2024-05-02,77993.0,45270.555555555555,23788.5933285989,0,0,259200.0,74,0,0.0,0,3,1.722819590854983,1.722819590854983,1.3755518870930956,0,0,True,False,False,0.0900524834309589,0,1,0,0,0,APPROVE,0,0
t_00ac6e85b68a,m_72932eece9,2024-04-27,12619.0,38692.46428571428,20730.2630619315,0,1,86400.0,115,0,0.0,0,5,0.32613585701903935,0.32613585701903935,-1.2577488383924513,0,0,False,False,True,0.06374535969466444,0,1,0,0,0,APPROVE,0,0
t_00ae22665ca0,m_66d24572cc,2024-07-03,22666.0,41352.662116040956,23324.7117931033,0,0,0.0,171,0,0.0,0,2,0.5481146518789105,0.5481146518789105,-0.8011529695113433,1,1,True,False,False,0.0890836670379282,0,1,1,0,0,APPROVE,0,0
t_00b1fe6b540d,m_9934f53be6,2024-05-19,46867.0,44262.259475218656,22762.8780152629,0,1,0.0,114,0,0.0,0,6,1.058847888825912,1.058847888825912,0.11442931438787401,1,1,True,False,False,0.06421868305880163,0,1,1,0,0,APPROVE,0,1
t_00b28c9667c0,m_9112550cdc,2024-03-28,17432.0,43241.224,21958.4282653587,0,0,0.0,65,0,0.0,0,3,0.40313382433392725,0.40313382433392725,-1.1753675485379007,1,1,True,False,False,0.09984044432983674,0,1,1,0,0,APPROVE,0,0
t_00bc25fc7aa9,m_045d08bf26,2024-03-14,20127.0,38369.12244897959,22526.8540400998,0,0,86400.0,37,0,0.0,0,3,0.5245624271642748,0.5245624271642748,-0.809794497558647,0,0,False,True,False,0.16336068398708448,0,1,0,0,0,APPROVE,0,0
t_00bcc9e3638e,m_29df738521,2024-03-08,32875.0,39794.74842767296,22725.2234685559,0,0,0.0,41,0,0.0,0,4,0.8261140300899347,0.8261140300899347,-0.3044963864600748,1,1,False,True,False,0.11540863488737035,0,1,1,0,0,APPROVE,0,0
t_00bce70446a6,m_5817aa64f6,2024-03-15,5679.0,39653.93548387097,23519.1385585518,0,0,0.0,36,0,0.0,0,4,0.14321403237037855,0.14321403237037855,-1.4445654716174685,1,1,False,True,False,0.0793659465485429,0,1,1,0,0,APPROVE,0,0
t_00bda1ac9940,m_9dafa16a2f,2024-04-12,26932.0,40804.45652173913,21076.4840634259,0,0,86400.0,78,0,0.0,0,4,0.6600259455888503,0.6600259455888503,-0.658195953366437,0,0,False,True,False,0.15305069767427337,0,1,0,0,0,APPROVE,0,0
t_00beb493874b,m_0a33294aa4,2024-04-17,76310.0,35012.59512195122,22136.3511536792,0,0,86400.0,69,0,0.0,0,2,2.1795013975458586,2.1795013975458586,1.8655922374625364,0,0,True,False,False,0.10024060610577262,0,1,0,0,0,APPROVE,0,0
t_00c1fd7cb97c,m_e40d65ded4,2024-03-11,37393.0,40606.8328611898,23824.5639280384,0,0,86400.0,23,0,0.058823529411,0,0,0.9208548750360327,0.9208548750360327,-0.13489576853944185,0,0,True,False,False,0.12346336551630227,0,1,0,0,0,APPROVE,0,1
t_00c648ae4ff0,m_12872df906,2024-01-24,47166.0,39013.208333333336,19901.0297460888,0,0,86400.0,11,1,0.0,0,2,1.2089751654621244,1.2089751654621244,0.4096668248168894,0,0,False,False,True,0.03795180155474853,0,1,0,0,0,APPROVE,0,0
t_00c88b269a5b,m_f969e9850d,2024-03-05,43598.0,38498.351851851854,22714.6815276614,0,0,86400.0,56,0,0.0,0,1,1.132464064118185,1.132464064118185,0.2245088993186154,0,0,True,False,False,0.17374745937865815,0,1,0,0,0,APPROVE,0,0
t_00c9b03f6ae5,m_1a2b51f33c,2024-06-21,65332.0,41227.58301158301,22729.2990408297,0,0,0.0,157,0,0.0,0,4,1.5846672355651987,1.5846672355651987,1.0604997956653701,1,1,False,True,False,0.08105566259568475,0,1,1,0,0,APPROVE,0,0
t_00cc18a458f3,m_c4a6136686,2024-03-15,57419.0,40647.69411764706,22644.3325591235,0,0,86400.0,21,0,0.0,0,4,1.4126016554299876,1.4126016554299876,0.7406403274887301,0,0,True,False,False,0.16145865395200476,0,1,0,0,0,APPROVE,0,1
t_00cde30bc624,m_4cb0ef01fc,2024-02-28,64514.0,42477.980769230766,21771.0774180057,0,0,2073600.0,33,0,0.0,0,2,1.5187633411880817,1.5187633411880817,1.0121694396504426,0,0,True,False,False,0.07900004744578171,0,1,0,0,0,APPROVE,0,0
t_00ced4eaef86,m_cfaad15ce5,2024-04-11,41883.0,43576.425287356324,22342.1760347638,0,0,0.0,96,0,0.0,0,3,0.9611389581364382,0.9611389581364382,-0.07579500245282292,1,1,False,True,False,0.10348240361819033,0,1,1,0,0,APPROVE,0,0
t_00d0f995107d,m_8da4c18fe0,2024-03-04,37689.0,49421.230769230766,24804.3769432859,0,0,0.0,26,0,0.0,0,0,0.7626074748317447,0.7626074748317447,-0.4729903434404334,1,1,False,False,True,0.05626730631976151,0,1,1,0,0,APPROVE,0,1
t_00d408b68fa7,m_53e1cf17dd,2024-03-25,61179.0,41324.64705882353,24062.4858999122,0,0,259200.0,33,0,0.0,0,0,1.480448215635449,1.480448215635449,0.8251164498863732,0,0,False,False,True,0.13198573819184067,0,1,0,0,0,APPROVE,0,0
t_00e498cc5fec,m_66e80bba52,2024-03-09,34759.0,39653.07224334601,22096.3990401278,0,1,0.0,56,0,0.0,0,5,0.8765777286231016,0.8765777286231016,-0.2214873217332024,1,1,True,False,False,0.08940244870886854,0,1,1,0,0,APPROVE,0,0
t_00eb0fda0090,m_7ddddf7c98,2024-01-30,9888.0,34920.32432432433,25073.2733703241,0,0,86400.0,14,1,0.0,0,1,0.283158882150254,0.283158882150254,-0.9983668248897952,0,0,False,True,False,0.025934367517426504,0,1,0,0,0,APPROVE,0,0
t_00fdc5de4985,m_c0ddf20c04,2024-02-29,32173.0,43375.701657458565,21527.8002545403,0,0,0.0,14,1,0.0,0,3,0.7417286354022072,0.7417286354022072,-0.5203830175401163,1,1,True,False,False,0.018058207738676724,0,1,1,0,0,APPROVE,0,0
t_010163db4c61,m_309a636592,2024-04-11,41300.0,39659.47191011236,23909.4317069122,0,0,86400.0,51,0,0.0,0,3,1.041365353870719,1.041365353870719,0.0686142652823221,0,0,False,True,False,0.16087759271979596,0,1,0,0,0,APPROVE,0,1
t_010181fcec6b,m_f5bff98523,2024-03-24,21006.0,39295.83720930233,21580.3418469369,0,1,86400.0,38,0,0.0,0,6,0.5345604392677844,0.5345604392677844,-0.8475230531113378,0,0,False,True,False,0.12548079369725357,0,1,0,0,0,APPROVE,0,0
t_010429b20533,m_29ca273889,2024-10-03,18244.0,41348.68095238095,21345.124884328,0,0,86400.0,248,0,0.0,0,3,0.44122326467948597,0.44122326467948597,-1.0824336272375172,0,0,True,False,False,0.10433722554724745,0,1,0,0,0,APPROVE,0,1
t_010bae98b816,m_29ca273889,2024-04-23,57167.0,41348.68095238095,21345.124884328,0,0,86400.0,85,0,0.0,0,1,1.3825592179309458,1.3825592179309458,0.7410740922501308,0,0,False,True,False,0.15914531154360373,0,1,0,0,0,APPROVE,0,1
t_011b466f9b6c,m_7e882ba60b,2024-02-28,67298.0,48176.38888888889,23747.2245242381,0,0,0.0,26,0,0.0,0,2,1.3969083518320984,1.3969083518320984,0.8052145669315687,1,1,True,False,False,0.06024318600729983,0,1,1,0,0,APPROVE,0,0
t_011ecf66b037,m_c741fbba85,2024-03-07,52029.0,40878.3024691358,23147.3054096545,0,0,86400.0,30,0,0.0,0,3,1.2727779006792974,1.2727779006792974,0.4817276712568609,0,0,False,True,False,0.1624123570390833,0,1,0,0,0,APPROVE,0,0
t_01205824254f,m_22b9004798,2024-03-13,71453.0,44837.84210526316,21982.5207134698,0,0,86400.0,22,0,0.0,0,2,1.5935869489939771,1.5935869489939771,1.210741854478426,0,0,False,False,True,0.12311665213267797,0,1,0,0,0,APPROVE,0,0
t_01270dbd4d59,m_43e41877e5,2024-05-19,52969.0,37452.38888888889,21166.4746865706,0,1,86400.0,131,0,0.0,0,6,1.4143023067806089,1.4143023067806089,0.7330748904046769,0,0,False,True,False,0.09152905638833997,0,1,0,0,0,APPROVE,0,0
t_01275c48202f,m_1c52d68aa6,2024-04-05,4303.0,41872.26851851852,22363.6885425077,0,0,0.0,38,0,0.0,0,4,0.10276491224966582,0.10276491224966582,-1.6799227214736454,1,1,False,False,True,0.07070974869006008,0,1,1,0,0,APPROVE,0,0
t_0127de73fc31,m_02f4599a40,2024-09-12,78255.0,40254.1099796334,22640.719827746,0,0,86400.0,251,0,0.0,0,3,1.9440250955639853,1.9440250955639853,1.6784311766358615,0,0,False,True,False,0.058515642343666796,0,1,0,0,0,APPROVE,0,1
t_0133de91841e,m_17043e6f5b,2024-03-11,27491.0,36119.925531914894,22510.6917742589,0,0,86400.0,19,0,0.0,0,0,0.7611034517695632,0.7611034517695632,-0.3833256489159573,0,0,False,True,False,0.153529496478291,0,1,0,0,0,APPROVE,0,1
t_01387a28b466,m_4cb0ef01fc,2024-03-09,28656.0,42477.980769230766,21771.0774180057,0,1,0.0,43,0,0.0,0,5,0.6746083378039754,0.6746083378039754,-0.6348781231102205,1,1,False,False,True,0.06227913951195296,0,1,1,0,0,APPROVE,0,0
t_013b6a61ffd3,m_7e882ba60b,2024-02-29,4871.0,48176.38888888889,23747.2245242381,0,0,86400.0,27,0,0.0,0,3,0.10110761956929108,0.10110761956929108,-1.8235979048704551,0,0,False,True,False,0.07491342339207074,0,1,0,0,0,APPROVE,0,0
t_013cb5d63770,m_f6132644ff,2024-04-07,27989.0,41815.1,22412.7524104418,0,1,86400.0,48,0,0.0,0,6,0.6693515022085323,0.6693515022085323,-0.6168854117872021,0,0,False,True,False,0.13579532135883188,0,1,0,0,0,APPROVE,0,0
t_013e239ff4ab,m_29ca273889,2024-06-21,20872.0,41348.68095238095,21345.124884328,0,0,86400.0,144,0,0.0,0,4,0.5047803102603723,0.5047803102603723,-0.9593141789212637,0,0,True,False,False,0.13331659804610063,0,1,0,0,0,APPROVE,0,1
